,parsed
103910,8232969
103911,8232970
103912,8232971
103913,8232972
103914,8232973
103915,8232974
103916,8232975
103917,8232976
103918,8232977
103919,8232978
103920,8232979
103921,8232980
103922,8232981
103923,8232982
103924,8232983
103925,8232984
103926,8232985
103927,8232986
103928,8232987
103929,8232988
103930,8232989
103931,8232990
103932,8232991
103933,8232992
103934,8232993
103935,8232994
103936,8232995
103937,8232996
103938,8232997
103939,8232998
103940,8232999
103941,8233000
103942,8233001
103943,8233002
103944,8233003
103945,8233004
103946,8233005
103947,8233006
103948,8233007
103949,8233008
103950,8233009
103951,8233010
103952,8233011
103953,8233012
103954,8233013
103955,8233014
103956,8233015
103957,8233016
103958,8233017
103959,8233018
103960,8233019
103961,8233020
103962,8233021
103963,8233022
103964,8233023
103965,8233024
103966,8233025
103967,8233026
103968,8233027
103969,8233028
103970,8233029
103971,8233030
103972,8233031
103973,8233032
103974,8233033
103975,8233034
103976,8233035
103977,8233036
103978,8233037
103979,8233038
103980,8233039
103981,8233040
103982,8233041
103983,8233042
103984,8233043
103985,8233044
103986,8233045
103987,8233046
103988,8233047
103989,8233048
103990,8233049
103991,8233050
103992,8233051
103993,8233052
103994,8233053
103995,8233054
103996,8233055
103997,8233056
103998,8233057
103999,8233058
104000,8233059
104001,8233060
104002,8233061
104003,8233062
104004,8233063
104005,8233064
104006,8233065
104007,8233066
104008,8233067
104009,8233068
104010,8233069
104011,8233070
104012,8233071
104013,8233072
104014,8233073
104015,8233074
104016,8233075
104017,8233077
104018,8233078
104019,8233079
104020,8233080
104021,8233081
104022,8233082
104023,8233083
104024,8233084
104025,8233085
104026,8233086
104027,8233087
104028,8233088
104029,8233089
104030,8233090
104031,8233091
104032,8233092
104033,8233093
104034,8233094
104035,8233095
104036,8233096
104037,8233097
104038,8233098
104039,8233099
104040,8233100
104041,8233101
104042,8233102
104043,8233103
104044,8233104
104045,8233105
104046,8233106
104047,8233107
104048,8233108
104049,8233109
104050,8233110
104051,8233111
104052,8233112
104053,8233113
104054,8233114
104055,8233115
104056,8233116
104057,8233117
104058,8233118
104059,8233119
104060,8233120
104061,8233121
104062,8233122
104063,8233124
104064,8233125
104065,8233126
104066,8233127
104067,8233128
104068,8233129
104069,8233130
104070,8233131
104071,8233133
104072,8233134
104073,8233135
104074,8233136
104075,8233137
104076,8233139
104077,8233140
104078,8233141
104079,8233142
104080,8233143
104081,8233144
104082,8233145
104083,8233146
104084,8233147
104085,8233148
104086,8233149
104087,8233150
104088,8233151
104089,8233152
104090,8233153
104091,8233154
104092,8233155
104093,8233156
104094,8233157
104095,8233158
104096,8233159
104097,8233160
104098,8233161
104099,8233162
104100,8233163
104101,8233164
104102,8233165
104103,8233166
104104,8233167
104105,8233168
104106,8233169
104107,8233170
104108,8233171
104109,8233172
104110,8233173
104111,8233175
104112,8233176
104113,8233177
104114,8233178
104115,8233179
104116,8233180
104117,8233181
104118,8233182
104119,8233183
104120,8233184
104121,8233185
104122,8233186
104123,8233187
104124,8233188
104125,8233189
104126,8233190
104127,8233191
104128,8233192
104129,8233193
104130,8233194
104131,8233195
104132,8233196
104133,8233197
104134,8233198
104135,8233199
104136,8233200
104137,8233201
104138,8233202
104139,8233203
104140,8233204
104141,8233205
104142,8233206
104143,8233207
104144,8233208
104145,8233209
104146,8233210
104147,8233211
104148,8233212
104149,8233213
104150,8233214
104151,8233215
104152,8233216
104153,8233217
104154,8233218
104155,8233219
104156,8233220
104157,8233221
104158,8233222
104159,8233223
104160,8233224
104161,8233225
104162,8233226
104163,8233227
104164,8233228
104165,8233229
104166,8233230
104167,8233231
104168,8233232
104169,8233233
104170,8233234
104171,8233235
104172,8233236
104173,8233237
104174,8233238
104175,8233239
104176,8233240
104177,8233241
104178,8233242
104179,8233243
104180,8233244
104181,8233245
104182,8233246
104183,8233247
104184,8233248
104185,8233249
104186,8233250
104187,8233251
104188,8233252
104189,8233253
104190,8233254
104191,8233255
104192,8233256
104193,8233257
104194,8233258
104195,8233259
104196,8233260
104197,8233261
104198,8233262
104199,8233263
104200,8233264
104201,8233265
104202,8233266
104203,8233267
104204,8233268
104205,8233269
104206,8233270
104207,8233271
104208,8233272
104209,8233273
104210,8233274
104211,8233275
104212,8233276
104213,8233277
104214,8233278
104215,8233279
104216,8233280
104217,8233281
104218,8233282
104219,8233283
104220,8233284
104221,8233285
104222,8233286
104223,8233287
104224,8233288
104225,8233289
104226,8233290
104227,8233291
104228,8233292
104229,8233293
104230,8233294
104231,8233295
104232,8233296
104233,8233297
104234,8233298
104235,8233299
104236,8233300
104237,8233301
104238,8233302
104239,8233303
104240,8233304
104241,8233305
104242,8233306
104243,8233307
104244,8233308
104245,8233309
104246,8233310
104247,8233311
104248,8233312
104249,8233313
104250,8233314
104251,8233315
104252,8233316
104253,8233317
104254,8233318
104255,8233319
104256,8233320
104257,8233321
104258,8233322
104259,8233323
104260,8233324
104261,8233325
104262,8233326
104263,8233327
104264,8233328
104265,8233329
104266,8233330
104267,8233331
104268,8233332
104269,8233333
104270,8233334
104271,8233335
104272,8233336
104273,8233337
104274,8233338
104275,8233339
104276,8233340
104277,8233341
104278,8233342
104279,8233343
104280,8233344
104281,8233345
104282,8233346
104283,8233347
104284,8233348
104285,8233349
104286,8233350
104287,8233351
104288,8233352
104289,8233353
104290,8233354
104291,8233355
104292,8233356
104293,8233357
104294,8233358
104295,8233359
104296,8233360
104297,8233361
104298,8233362
104299,8233363
104300,8233364
104301,8233365
104302,8233366
104303,8233367
104304,8233368
104305,8233369
104306,8233370
104307,8233371
104308,8233372
104309,8233373
104310,8233374
104311,8233375
104312,8233376
104313,8233377
104314,8233378
104315,8233379
104316,8233380
104317,8233381
104318,8233382
104319,8233383
104320,8233384
104321,8233385
104322,8233386
104323,8233387
104324,8233388
104325,8233389
104326,8233390
104327,8233391
104328,8233392
104329,8233393
104330,8233394
104331,8233395
104332,8233396
104333,8233397
104334,8233398
104335,8233399
104336,8233400
104337,8233401
104338,8233402
104339,8233403
104340,8233404
104341,8233405
104342,8233406
104343,8233407
104344,8233408
104345,8233409
104346,8233410
104347,8233411
104348,8233412
104349,8233413
104350,8233414
104351,8233415
104352,8233416
104353,8233417
104354,8233418
104355,8233419
104356,8233420
104357,8233421
104358,8233422
104359,8233423
104360,8233424
104361,8233425
104362,8233426
104363,8233427
104364,8233428
104365,8233429
104366,8233430
104367,8233431
104368,8233432
104369,8233433
104370,8233434
104371,8233435
104372,8233436
104373,8233437
104374,8233438
104375,8233439
104376,8233440
104377,8233441
104378,8233442
104379,8233443
104380,8233444
104381,8233445
104382,8233446
104383,8233448
104384,8233449
104385,8233450
104386,8233451
104387,8233452
104388,8233453
104389,8233454
104390,8233455
104391,8233456
104392,8233457
104393,8233458
104394,8233459
104395,8233460
104396,8233461
104397,8233462
104398,8233463
104399,8233465
104400,8233466
104401,8233467
104402,8233468
104403,8233469
104404,8233470
104405,8233471
104406,8233472
104407,8233473
104408,8233474
104409,8233475
104410,8233476
104411,8233477
104412,8233478
104413,8233479
104414,8233480
104415,8233481
104416,8233482
104417,8233483
104418,8233484
104419,8233485
104420,8233486
104421,8233487
104422,8233488
104423,8233489
104424,8233490
104425,8233491
104426,8233492
104427,8233493
104428,8233494
104429,8233495
104430,8233496
104431,8233497
104432,8233498
104433,8233499
104434,8233500
104435,8233501
104436,8233502
104437,8233503
104438,8233504
104439,8233505
104440,8233506
104441,8233507
104442,8233508
104443,8233509
104444,8233510
104445,8233511
104446,8233512
104447,8233513
104448,8233514
104449,8233515
104450,8233516
104451,8233517
104452,8233518
104453,8233519
104454,8233520
104455,8233521
104456,8233522
104457,8233523
104458,8233524
104459,8233526
104460,8233527
104461,8233528
104462,8233529
104463,8233530
104464,8233531
104465,8233532
104466,8233533
104467,8233534
104468,8233535
104469,8233536
104470,8233537
104471,8233538
104472,8233539
104473,8233540
104474,8233541
104475,8233542
104476,8233543
104477,8233544
104478,8233545
104479,8233546
104480,8233547
104481,8233548
104482,8233549
104483,8233550
104484,8233551
104485,8233552
104486,8233553
104487,8233554
104488,8233555
104489,8233556
104490,8233557
104491,8233558
104492,8233559
104493,8233560
104494,8233561
104495,8233562
104496,8233563
104497,8233564
104498,8233565
104499,8233566
104500,8233567
104501,8233568
104502,8233569
104503,8233570
104504,8233571
104505,8233572
104506,8233573
104507,8233574
104508,8233575
104509,8233576
104510,8233577
104511,8233578
104512,8233579
104513,8233580
104514,8233581
104515,8233582
104516,8233583
104517,8233584
104518,8233585
104519,8233586
104520,8233587
104521,8233588
104522,8233589
104523,8233590
104524,8233591
104525,8233592
104526,8233593
104527,8233594
104528,8233595
104529,8233596
104530,8233597
104531,8233598
104532,8233599
104533,8233600
104534,8233601
104535,8233602
104536,8233603
104537,8233604
104538,8233605
104539,8233606
104540,8233607
104541,8233608
104542,8233609
104543,8233610
104544,8233611
104545,8233612
104546,8233613
104547,8233614
104548,8233615
104549,8233616
104550,8233617
104551,8233618
104552,8233619
104553,8233620
104554,8233621
104555,8233622
104556,8233623
104557,8233624
104558,8233625
104559,8233626
104560,8233627
104561,8233628
104562,8233629
104563,8233630
104564,8233631
104565,8233632
104566,8233633
104567,8233634
104568,8233635
104569,8233636
104570,8233637
104571,8233639
104572,8233640
104573,8233641
104574,8233642
104575,8233643
104576,8233644
104577,8233645
104578,8233646
104579,8233647
104580,8233648
104581,8233649
104582,8233650
104583,8233651
104584,8233652
104585,8233653
104586,8233654
104587,8233655
104588,8233656
104589,8233657
104590,8233658
104591,8233659
104592,8233660
104593,8233661
104594,8233662
104595,8233663
104596,8233664
104597,8233665
104598,8233666
104599,8233667
104600,8233668
104601,8233669
104602,8233670
104603,8233671
104604,8233672
104605,8233673
104606,8233674
104607,8233675
104608,8233676
104609,8233677
104610,8233678
104611,8233679
104612,8233680
104613,8233681
104614,8233682
104615,8233683
104616,8233684
104617,8233685
104618,8233686
104619,8233687
104620,8233688
104621,8233689
104622,8233690
104623,8233691
104624,8233692
104625,8233693
104626,8233694
104627,8233695
104628,8233696
104629,8233697
104630,8233698
104631,8233699
104632,8233700
104633,8233701
104634,8233702
104635,8233703
104636,8233704
104637,8233705
104638,8233706
104639,8233707
104640,8233708
104641,8233709
104642,8233710
104643,8233711
104644,8233712
104645,8233713
104646,8233714
104647,8233715
104648,8233716
104649,8233717
104650,8233718
104651,8233719
104652,8233720
104653,8233721
104654,8233722
104655,8233723
104656,8233724
104657,8233725
104658,8233726
104659,8233727
104660,8233728
104661,8233729
104662,8233730
104663,8233731
104664,8233732
104665,8233733
104666,8233734
104667,8233735
104668,8233736
104669,8233737
104670,8233738
104671,8233739
104672,8233740
104673,8233741
104674,8233742
104675,8233743
104676,8233744
104677,8233745
104678,8233746
104679,8233747
104680,8233748
104681,8233749
104682,8233750
104683,8233751
104684,8233752
104685,8233753
104686,8233754
104687,8233755
104688,8233756
104689,8233757
104690,8233758
104691,8233759
104692,8233760
104693,8233761
104694,8233762
104695,8233763
104696,8233764
104697,8233765
104698,8233766
104699,8233767
104700,8233768
104701,8233769
104702,8233770
104703,8233771
104704,8233772
104705,8233773
104706,8233774
104707,8233775
104708,8233776
104709,8233777
104710,8233778
104711,8233779
104712,8233780
104713,8233781
104714,8233782
104715,8233783
104716,8233784
104717,8233785
104718,8233786
104719,8233787
104720,8233788
104721,8233789
104722,8233790
104723,8233791
104724,8233792
104725,8233793
104726,8233794
104727,8233795
104728,8233796
104729,8233797
104730,8233798
104731,8233799
104732,8233800
104733,8233801
104734,8233802
104735,8233803
104736,8233804
104737,8233805
104738,8233806
104739,8233807
104740,8233808
104741,8233809
104742,8233810
104743,8233811
104744,8233812
104745,8233813
104746,8233814
104747,8233815
104748,8233816
104749,8233817
104750,8233818
104751,8233819
104752,8233820
104753,8233821
104754,8233822
104755,8233823
104756,8233824
104757,8233825
104758,8233826
104759,8233827
104760,8233828
104761,8233829
104762,8233830
104763,8233831
104764,8233832
104765,8233833
104766,8233834
104767,8233835
104768,8233836
104769,8233837
104770,8233838
104771,8233839
104772,8233840
104773,8233841
104774,8233842
104775,8233843
104776,8233844
104777,8233845
104778,8233846
104779,8233847
104780,8233848
104781,8233849
104782,8233850
104783,8233851
104784,8233852
104785,8233853
104786,8233854
104787,8233855
104788,8233856
104789,8233857
104790,8233858
104791,8233859
104792,8233860
104793,8233861
104794,8233862
104795,8233863
104796,8233864
104797,8233865
104798,8233866
104799,8233867
104800,8233868
104801,8233869
104802,8233870
104803,8233871
104804,8233872
104805,8233873
104806,8233874
104807,8233875
104808,8233876
104809,8233877
104810,8233878
104811,8233879
104812,8233880
104813,8233881
104814,8233882
104815,8233883
104816,8233884
104817,8233885
104818,8233886
104819,8233887
104820,8233888
104821,8233889
104822,8233890
104823,8233891
104824,8233892
104825,8233893
104826,8233894
104827,8233895
104828,8233896
104829,8233897
104830,8233898
104831,8233899
104832,8233900
104833,8233901
104834,8233902
104835,8233903
104836,8233904
104837,8233905
104838,8233906
104839,8233907
104840,8233908
104841,8233909
104842,8233910
104843,8233911
104844,8233912
104845,8233913
104846,8233915
104847,8233916
104848,8233917
104849,8233918
104850,8233919
104851,8233920
104852,8233921
104853,8233922
104854,8233923
104855,8233924
104856,8233925
104857,8233926
104858,8233927
104859,8233928
104860,8233929
104861,8233930
104862,8233931
104863,8233932
104864,8233933
104865,8233934
104866,8233935
104867,8233936
104868,8233937
104869,8233938
104870,8233939
104871,8233940
104872,8233941
104873,8233942
104874,8233943
104875,8233944
104876,8233945
104877,8233946
104878,8233947
104879,8233948
104880,8233949
104881,8233950
104882,8233951
104883,8233952
104884,8233953
104885,8233954
104886,8233955
104887,8233956
104888,8233957
104889,8233958
104890,8233959
104891,8233960
104892,8233961
104893,8233962
104894,8233963
104895,8233964
104896,8233965
104897,8233966
104898,8233967
104899,8233968
104900,8233969
104901,8233970
104902,8233971
104903,8233972
104904,8233973
104905,8233974
104906,8233975
104907,8233976
104908,8233977
104909,8233978
104910,8233979
